window,link_id,age_r_current,max_age_r_so_far
20,"(2137,3516)",0,0
20,"(1099,4192)",0,0
20,"(1092,4827)",0,0
20,"(1989,2943)",0,0
20,"(3325,3681)",0,0
20,"(1750,2060)",0,0
20,"(1463,4590)",0,0
20,"(2315,2475)",0,0
20,"(3419,3959)",0,0
20,"(1484,2663)",0,0
20,"(1230,2438)",0,0
20,"(3665,4774)",0,0
20,"(1075,3318)",0,0
20,"(3211,4949)",0,0
20,"(1312,2736)",0,0
20,"(707,3565)",0,0
20,"(1826,4763)",0,0
20,"(2267,3868)",0,0
20,"(2826,3337)",0,0
20,"(1543,3428)",0,0
20,"(567,638)",0,0
20,"(1656,2667)",0,0
20,"(1549,2541)",0,0
20,"(231,2000)",0,0
20,"(944,4124)",0,0
20,"(433,4960)",0,0
20,"(2301,4396)",0,0
20,"(3924,4898)",0,0
20,"(972,3962)",0,0
20,"(2565,4176)",0,0
20,"(1335,3721)",0,0
20,"(485,698)",0,0
20,"(261,4516)",0,0
20,"(314,4342)",0,0
20,"(2407,4534)",0,0
20,"(1158,4618)",0,0
20,"(4421,4778)",0,0
20,"(59,4912)",0,0
20,"(1392,1752)",0,0
20,"(3326,3348)",0,0
20,"(815,4629)",0,0
20,"(759,4505)",0,0
20,"(185,3824)",0,0
20,"(305,4680)",0,0
20,"(717,3276)",0,0
20,"(1762,3313)",0,0
20,"(1332,4897)",0,0
20,"(146,3051)",0,0
20,"(1741,3375)",0,0
20,"(4549,4904)",0,0
20,"(760,4033)",0,0
20,"(403,3121)",0,0
20,"(766,958)",0,0
20,"(1044,1348)",0,0
20,"(272,2409)",0,0
20,"(677,4035)",0,0
20,"(1304,2290)",0,0
20,"(4014,4516)",0,0
20,"(931,2230)",0,0
20,"(3833,4446)",0,0
20,"(1876,2637)",0,0
20,"(1561,3156)",0,0
20,"(2635,4123)",0,0
20,"(607,4060)",0,0
20,"(779,905)",0,0
20,"(3628,4458)",0,0
20,"(2482,3206)",0,0
20,"(2629,4308)",0,0
20,"(979,4462)",0,0
20,"(2759,2962)",0,0
20,"(1977,3335)",0,0
20,"(1107,3107)",0,0
20,"(219,2379)",0,0
20,"(187,1789)",0,0
20,"(3203,3533)",0,0
20,"(3122,4591)",0,0
20,"(1864,4855)",0,0
20,"(4425,4743)",0,0
20,"(2100,4839)",0,0
20,"(228,743)",0,0
20,"(374,4998)",0,0
20,"(3305,4074)",0,0
20,"(1446,3066)",0,0
20,"(3537,4991)",0,0
20,"(4390,4641)",0,0
20,"(1484,3294)",0,0
20,"(1340,3924)",0,0
